doi,abstract,abstract_length,has_abstract,source
10.1111/teth.70004,"ABSTRACT This article presents a group assignment that introduces undergraduate students to the biblical prophets: their original context, their attentiveness to social issues, and the rhetorical methods they utilize. In the assignment, students compose a prophecy set in the modern day that is modeled on the book of Amos. Due to the collaborative nature of the assignment and the way that it is structured, students must work together to discover points of commonality among themselves. After determining their prophet's persona and context, the students engage in social criticism as they compose their prophecy. In this article, the assignment and corresponding lectures are explained, and selections from student prophecies are presented.",743,TRUE,jsonl
10.1126/sciadv.adi7404,"PTPN21 belongs to the four-point-one, ezrin, radixin, moesin (FERM) domain-containing protein tyrosine phosphatases (PTP) and plays important roles in cytoskeleton-associated cellular processes like cell adhesion, motility, and cargo transport. Because of the presence of a WPE loop instead of a WPD loop in the phosphatase domain, it is often considered to lack phosphatase activity. However, many of PTPN21's biological functions require its catalytic activity. To reconcile these findings, we have determined the structures of individual PTPN21 FERM, PTP domains, and a complex between FERM-PTP. Combined with biochemical analysis, we have found that PTPN21 PTP is weakly active and is autoinhibited by association with its FERM domain. Disruption of FERM-PTP interaction results in enhanced ERK activation. The oncogenic HPV18 E7 protein binds to PTP at the same location as PTPN21 FERM, indicating that it may act by displacing the FERM domain from PTP. Our results provide mechanistic insight into PTPN21 and benefit functional studies of PTPN21-mediated processes.",1071,TRUE,jsonl
10.1126/sciadv.adx3018,"Many elements of an organism's behavior are intertwined with the organism's health. Over a long period of time, health status is also indicative of life span, with improved health correlating with a longer life. However, the relationship between longevity and behavior remains relatively unexplored. Here, we report that modification of a single longevity gene downstream of dietary restriction and hypoxia markedly alters behavior in <i>Caenorhabditis elegans</i>. We found that modified expression of flavin-containing monooxygenase (<i>fmo-2</i>) leads to altered sensory perception and decision-making in a variety of behavioral paradigms. This cell nonautonomous signaling pathway is linked to changes in tryptophan metabolism, where loss of <i>fmo-2</i> requires the tryptophan metabolite serotonin and overexpressed <i>fmo-2</i> requires the tryptophan metabolite quinolinic acid to change behavior. These results suggest a unique mechanism for gut metabolism to communicate positive satiety signals and negative depressive signals to the organism by modifying an essential amino acid. They also demonstrate the importance of examining pleiotropic effects in promising longevity interventions.",1200,TRUE,jsonl
10.1126/sciadv.aea9781,"Pentatwinned nanostructures are key to understanding the mechanical, chemical, and structural behavior of nanomaterials owing to their unique fivefold symmetry and lattice strain from a 7.35° disclination gap between {111} twin boundaries. However, the precise equilibrium strain distributions have remained unclear because of heterogeneity among individual particles, requiring statistical analysis across large sample populations. Here, we use nanobeam four-dimensional scanning transmission electron microscopy (4D-STEM) to extract averaged strain profiles from uniformly sized, shape-identical particles, achieving high-resolution, statistically robust insights beyond single-particle noise. The strain profiles reveal how tensile, shear, and rotational components collectively compensate for the angular deficit, with particle shape-dependent local variations highlighting the importance of morphological control in synthesis. By integrating in situ heating with 4D-STEM, we captured a previously unobserved strain relaxation pathway involving the formation of periodic partial dislocations that stabilizes the strain-relieved equilibrium state. This study establishes a quantitative framework for equilibrium strain in fivefold-twinned nanostructures and offers strain engineering strategies for tailored properties.",1322,TRUE,jsonl
10.1128/aem.00141-25,"Oil reservoirs are complex ecosystems where microorganisms play a vital role in hydrocarbon degradation, mostly with methanogenesis as the terminal electron-accepting process. Especially in offshore oil reservoirs, sulfate-containing seawater is injected during the oil production to maintain the reservoir pressure, resulting in increased sulfate reduction in the reservoir. Methanogenesis and sulfate reduction are typically thought to be mutually exclusive because sulfate reducers outcompete methanogens thermodynamically for hydrogen and acetate. However, coexistence is evident in environments like landfills, estuaries, marine, and polluted river sediments. Here, we studied methanogenesis in an adapted sulfate-reducing microbial community, enriched from an oil reservoir, using incubation experiments with metabolic inhibitors to assess microbial activity and degradation potential. The observed methane production rate accounted for 156.9 µM/a with a parallel carbon dioxide production rate of 67 mM/a and a sulfate reduction rate of 20 mM/a, suggesting a coexistence of sulfate reduction and methanogenesis even in a well-mixed system. The microbial community was predominantly composed of potential sulfate-reducing bacteria including the genera <i>Desulfotignum</i>, <i>Desulfospira</i>, and <i>Geoalkalibacter</i>. In addition, fermentative bacteria such as <i>Mesotoga</i> and <i>Petrotoga</i> were abundant and the methanogenic genera <i>Methanolobus</i> as well as the order <i>Candidatus</i> Methanofastidiosales were most prevalent among the archaea. These study results suggest that even with sulfate-adapted communities and high sulfate concentrations methanogenesis can co-occur to minor extents.IMPORTANCEThis study demonstrates the coexistence of two microbial processes-methanogenesis (methane production) and sulfate reduction-in sulfate-rich environments using a microbial community derived from an oil reservoir. Conventionally, these processes were considered mutually exclusive, as sulfate-reducing microbes are thought to outcompete methanogens for shared substrates. However, this research reveals that methane production can persist alongside active sulfate reduction, challenging established paradigms of microbial competition and metabolic exclusivity.",2287,TRUE,jsonl
10.1128/aem.00679-25,"As sessile organisms, fungi often encounter various stresses throughout their lifespan, resulting in the overproduction of reactive oxygen species, which impedes the normal growth of fungi. Previously, we revealed that the Swi6B transcription factor is involved in the stress tolerance of <i>Ganoderma lucidum</i>. However, the underlying molecular mechanism is unclear. The present study demonstrated that oxidative stress increased the levels of Swi6B. Direct binding of Swi6B to the promoter region of <i>catalase 1</i> (<i>CAT1</i>) resulted in increased transcription of <i>CAT1</i> and reduced H<sub>2</sub>O<sub>2</sub> levels in <i>SWI6B</i> overexpressing strains. In addition to increased Swi6B protein, the phosphorylation level of Swi6B was increased by H<sub>2</sub>O<sub>2</sub> treatment. The overexpression of <i>SLT2</i>, a mitogen-activated protein kinase that interacts with Swi6B, increased the phosphorylation level of Swi6B, and treatment with H<sub>2</sub>O<sub>2</sub> further enhanced this increase. As a result, both the binding of Swi6B to the <i>CAT1</i> gene and tolerance to H<sub>2</sub>O<sub>2</sub> were increased in <i>SLT2</i>-overexpressing strains. The present findings revealed that the Slt2-Swi6B-CAT1 pathway responds to oxidative stress and contributes to improving the survival of <i>G. lucidum</i> in adverse environments.IMPORTANCEIn fungi, environmental stress leads to the accumulation of intracellular reactive oxygen species and leads to oxidative stress. Here, we found that the overexpression of the APSES transcription factor <i>Swi6B</i> enhances tolerance to oxidative stress in <i>Ganoderma lucidum</i>. Swi6B binds to the promoter region of <i>CAT1</i>, which increases <i>CAT1</i> transcription and reduces the H<sub>2</sub>O<sub>2</sub> levels. In addition, the phosphorylation of Swi6B by Slt2 promotes the regulation of <i>CAT1</i> by Swi6B. The Slt2-Swi6B-CAT1 pathway is important for the response of <i>G. lucidum</i> to oxidative stress.",2000,TRUE,jsonl
10.1128/jvi.01286-25,"Circular Rep-encoding single-stranded (CRESS)-DNA viruses comprise a diverse group of viruses that use rolling-circle replication to copy their genomes. They infect organisms in almost all branches of the eukaryotic tree of life. A hallmark of all CRESS-DNA viruses is the presence of a single conserved protein, the replication initiator protein (Rep), that orchestrates viral replication by exploiting the host DNA replication machinery. In the case of the plant-infecting <i>Geminiviridae</i>, this multifunctional protein both recruits the host DNA replication machinery and manipulates post-translational modification including small ubiquitin-like modifier (SUMO) conjugation. In fact, Rep from two different geminiviruses, tomato yellow leaf curl virus (TYLCV; <i>Begomovirus coheni</i>) and tomato golden mosaic virus (TGMV; <i>B. solanum aureimusivi</i>), was earlier shown to interact with the SUMO conjugating enzyme SCE1. Here, we demonstrate that TYLCV C1/Rep protein also interacts with Arabidopsis SUMO1 and identify a SUMO interacting motif (SIM) located in the C-terminal SF3 helicase/ATPase domain. Remarkably, a functional SIM proved to be important for the interaction of Rep with both SUMO1 and SCE1. The same motif in the Rep ORF was essential for TYLCV viral replication, disease symptom formation, and systemic movement from an infectious clone, and Rep ATPase activity. Together, our findings thus connect the interaction between Rep and the SUMO machinery with TYLCV viral replication.IMPORTANCEThe identification of a non-canonical SUMO-interacting motif (SIM) within the Rep protein of tomato yellow leaf curl virus (TYLCV) reveals a connection between viral replication and a protein modification, i.e., SUMOylation. Importantly, the motif is conserved between Rep proteins from different geminiviruses. Functionally, the motif was critical for Rep's interaction with components of the SUMO machinery, for viral DNA replication, and for its ATPase activity. In particular, the third position of the motif was important for each of these activities. We thus uncover a hitherto undescribed mechanism on how geminiviruses recruit the SUMO machinery.",2175,TRUE,jsonl
10.1128/mra.00065-25,"<i>Bradyrhizobium</i> sp. RDM4 is a symbiotic nitrogen-fixing bacterium, isolated from root nodules of the Moroccan endemic shrub <i>Retama dasycarpa</i> grown in Moroccan forest soils. In this work, we present the 8.4 Mb draft genome of this strain, characterized by a GC content of 63% and the presence of 8,141 total genes, with 7,032 protein-coding.",353,TRUE,jsonl
10.1128/spectrum.03459-23,"Public bath facilities are major sources of sporadic cases and outbreaks of <i>Legionella</i> infections. Recently, 16S rRNA gene amplicon sequencing has been used to analyze bacterial characteristics in various water samples from both artificial and natural environments, with a particular focus on <i>Legionella</i> bacterial species. However, the relationship between the bacterial community and <i>Legionella</i> species in the water from public bath facilities remains unclear. In terms of hygiene management, it is important to reduce the growth of <i>Legionella</i> species by disinfecting the water in public bath facilities. Our findings contribute to the establishment of appropriate hygiene management practices and provide a basis for understanding the potential health effects of using bath and shower water available in public bath facilities.",857,TRUE,jsonl
10.1128/spectrum.03507-23,"Species within the genus <i>Neisseria</i> are adept at sharing adaptive allelic variation, with commensal species repeatedly transferring resistance to their pathogenic relative <i>Neisseria gonorrhoeae</i>. However, resistance in commensals is infrequently characterized, limiting our ability to predict novel and potentially transferable resistance mechanisms that ultimately may become important clinically. Unique evolutionary starting places of each <i>Neisseria</i> species will have distinct genomic backgrounds, which may ultimately control the fate of evolving populations in response to selection as epistatic and additive interactions coerce lineages along divergent evolutionary trajectories. Alternatively, similar genetic content present across species due to shared ancestry may constrain existing adaptive solutions. Thus, identifying the paths to resistance across commensals may aid in characterizing the <i>Neisseria</i> resistome-or the reservoir of alleles within the genus as well as its depth. Here, we use <i>in vitro</i> evolution of four commensal species to investigate the potential and repeatability of resistance evolution to two antimicrobials, the macrolide azithromycin and the β-lactam penicillin. After 20 days of selection, commensals evolved resistance to penicillin and azithromycin in 11/16 and 12/16 cases, respectively. Almost all cases of resistance emergence converged on mutations within ribosomal components or the <i>mtrRCDE</i> efflux pump for azithromycin-based selection and <i>mtrRCDE</i>, <i>penA</i>, and <i>rpoB</i> for penicillin selection, thus supporting constrained adaptive solutions despite divergent evolutionary starting points across the genus for these particular drugs. Though drug-selected loci were limited, we do identify novel resistance-imparting mutations. Continuing to explore paths to resistance across different experimental conditions and genomic backgrounds, which could shunt evolution down alternative evolutionary trajectories, will ultimately flesh out the full <i>Neisseria</i> resistome.IMPORTANCE<i>Neisseria gonorrhoeae</i> is a global threat to public health due to its rapid acquisition of antibiotic resistance to all first-line treatments. Recent work has documented that alleles acquired from close commensal relatives have played a large role in the emergence of resistance to macrolides and beta-lactams within gonococcal populations. However, commensals have been relatively underexplored for the resistance genotypes they may harbor. This leaves a gap in our understanding of resistance that could be rapidly acquired by the gonococcus through a known highway of horizontal gene exchange. Here, we characterize resistance mechanisms that can emerge in commensal <i>Neisseria</i> populations via <i>in vitro</i> selection to multiple antimicrobials and begin to define the number of paths to resistance. This study, and other similar works, may ultimately aid both surveillance efforts and clinical diagnostic development by nominating novel and conserved resistance mechanisms that may be at risk of rapid dissemination to pathogen populations.",3137,TRUE,jsonl
10.1134/s0003683824604517,"Abstract Plasmid DNA (pDNA) is one of the possible types of vectors used in gene therapy. Escherichia coli is the most common bacterium for the production of pDNA. Lipopolysaccharides are the main component of the outer membrane of E. coli . Lipopolysaccharides are strong endotoxins, and their presence in pharmacological substances is highly undesirable. One of the approaches to eliminating endotoxin contamination of target substances is knocking out the genes of the lipopolysaccharide biosynthesis pathway. Using the CRISPR/Cas9 genome editing technology, we obtained a mutant form of the E. coli strain SCS110. We knocked out the genes kdsD, gutQ, lpxM, lpxL, lpxP, pagP, and eptA . As a result, lipopolysaccharide contamination of pDNA samples isolated by different methods from the mutant E. coli SCS 110 was significantly lower (19 to 295 times) than in pDNA samples from the original strain.",902,TRUE,jsonl
10.1136/bcr-2024-263168,"A woman in her early 20s presented with progressive low back pain, leg weakness and sphincter dysfunction. MRI revealed a 5 × 1.5 cm intramedullary tumour at the T12-L2 level. Elevated preoperative beta-human chorionic gonadotropin levels were noted. Surgical excision confirmed the diagnosis of a germinoma. Postoperative MRI showed no additional lesions. The patient underwent localized radiation therapy, but recurrence was noted 10 months later.",449,TRUE,jsonl
10.1136/bmjment-2025-301725,"Taking into account differences in both sex and ADHD symptoms profile may be relevant to more accurately identify and manage suicide risk in individuals with high ADHD symptoms, though caution is needed when generalising our population-based findings to clinical populations.",275,TRUE,jsonl
10.1136/bmjopen-2023-075368,"This protocol is approved as a single-IRB study (Advarra Institutional Review Board: Protocol 00068335). We will disseminate results via peer-reviewed academic journals, scientific conferences, a dedicated website, site community advisory boards and forums hosted at participating sites.",287,TRUE,jsonl
10.1136/bmjopen-2023-078245,We found simple questions assessing current and lifetime cannabis use to demonstrate both test-retest reliability and internal reliability. These questions can serve as a simple framework for clinicians to evaluate the frequency of cannabis smoking in their patients. Future work should examine if these simple frequency measures of smoking cannabis are associated with adverse health outcomes.,394,TRUE,jsonl
10.1136/bmjopen-2023-079969,"Introduction Radiographic bone age (BA) assessment is widely used to evaluate children’s growth disorders and predict their future height. Moreover, children are more sensitive and vulnerable to X-ray radiation exposure than adults. The purpose of this study is to develop a new, safer, radiation-free BA assessment method for children by using three-dimensional ultrasound (3D-US) and artificial intelligence (AI), and to test the diagnostic accuracy and reliability of this method. Methods and analysis This is a prospective, observational study. All participants will be recruited through Paediatric Growth and Development Clinic. All participants will receive left hand 3D-US and X-ray examination at the Shanghai Sixth People’s Hospital on the same day, all images will be recorded. These image related data will be collected and randomly divided into training set (80% of all) and test set (20% of all). The training set will be used to establish a cascade network of 3D-US skeletal image segmentation and BA prediction model to achieve end-to-end prediction of image to BA. The test set will be used to evaluate the accuracy of AI BA model of 3D-US. We have developed a new ultrasonic scanning device, which can be proposed to automatic 3D-US scanning of hands. AI algorithms, such as convolutional neural network, will be used to identify and segment the skeletal structures in the hand 3D-US images. We will achieve automatic segmentation of hand skeletal 3D-US images, establish BA prediction model of 3D-US, and test the accuracy of the prediction model. Ethics and dissemination The Ethics Committee of Shanghai Sixth People’s Hospital approved this study. The approval number is 2022-019. A written informed consent will be obtained from their parent or guardian of each participant. Final results will be published in peer-reviewed journals and presented at national and international conferences. Trial registration number ChiCTR2200057236.",1955,TRUE,jsonl
10.1136/bmjopen-2023-080757,A registration for this review has been submitted to PROSPERO under CRD42020222977.,83,TRUE,jsonl
10.1136/bmjopen-2023-082964,"Patients with lower SI had a greater risk of developing CSF, and the lower the SI, the higher the risk of CSF. However, these data suggest that SI is not associated with CNR and the risk of post-discharge death in patients after PCI.",233,TRUE,jsonl
10.1136/bmjopen-2024-087602,"This study shows that help-seeking behaviour for symptoms among patients with ovarian cancer is not valued. The importance of early symptom recognition, the psychosocial needs of patients and practical barriers must be considered to develop interventions to promote help-seeking behaviour.",289,TRUE,jsonl
10.1136/bmjopen-2024-094342,"The most common refractive status of children aged 3-6 years in Shunyi District, Beijing, was hyperopia. The prevalence of premyopia was by no means low. Understanding the refractive status of preschoolers and associations between ocular biometric parameters and refraction might be helpful in providing more effective prevention before the onset of myopia.",357,TRUE,jsonl
10.1136/bmjoq-2025-003563,"Eating disorders affect 1%-4% of the population and anorexia nervosa has the highest mortality rate of all mental disorders. Medical Emergencies in Eating Disorders guidelines guide the management of severely medically unwell patients with anorexia nervosa who require medical admission. Locally, incidents had raised concerns around deviations in care locally from guideline-based care, and we aimed to improve care and seek full compliance with guidelines.The management of patients with severe eating disorders in the past year at our hospital was evaluated, and the Hospital Information System was interrogated for patients with eating disorders who might not have been identified clinically. In consultation with staff, a pathway was agreed to optimise identification and treatment of eating disorders in patients presenting to hospital. We developed a resource pack to guide care and delivered education to relevant clinical areas: emergency department, general medicine and psychiatry, including using simulation-based training where appropriate.Concordance with guideline-based care rose from 27% prior to this intervention to 100% afterwards. Each new patient with a suspected eating disorder represented a new plan-do-see-act cycle, allowing development of the project with each episode of patient care. There was an improvement in overall confidence in the identification and management of eating disorder in the hospital.This process highlighted that implementing a small change in patient care requires extensive consultation. The patient story was key to engaging stakeholders as it illustrated the impact on the individual patient. At 6-month follow-up, six patients have been treated via the pathway. These numbers may seem small, but this is a rare condition with a high mortality rate, and there is no room for error. The project has improved the management of patients with severe eating disorders in the general hospital setting.",1949,TRUE,jsonl
10.1136/bmjpo-2023-002354,Alternative anthropometric measurements such as WC and WHtR have a significant correlation with BMI and may be of help in defining overweight and obesity in children. There was a statistically significant strong positive correlation between WC and WrC among obese children. Metabolic syndrome is common in these children.,321,TRUE,jsonl
10.1136/jitc-2025-012880,"Patients with NSCLC and low TPS/high IC scores may benefit more from Nivo+Ipi than from Pembro due to distinct genomic and immunological features, including high TMB and T<sub>reg</sub> fraction.",195,TRUE,jsonl
10.1139/cjp-2023-0190,"We present the white paper developed during the QEYSSat 2.0 study, which was undertaken between June 2021 and March 2022. The study objective was to establish a technology road-map for a Canada-wide quantum network enabled by satellites. We survey the state-of-art in quantum communication technologies, identify the main applications and architectures, review the technical readiness levels and technology bottlenecks and identify a future mission scenario. We report the findings of a dedicated one-day workshop that included Canadian stakeholders from government, industry and academia to gather inputs and insights for the applications and technical road-map. We also provide an overview of the Quantum EncrYption and Science Satellite (QEYSSat) mission expected to launch in 2024–2025 and its anticipated outcomes. One of the main outcomes of this study is that developing the main elements for a Canada-wide quantum internet will have the highest level of impact, which includes Canada-wide entanglement distribution and teleportation. We present and analyze a possible future mission (“QEYSSat 2.0”) that would enable long-range quantum teleportation across Canada as an important step towards this vision.",1213,TRUE,jsonl
10.1140/epjc/s10052-025-14998-x,"Abstract If sub-GeV dark matter (DM) annihilates into charged particles such as $$e^+ e^-$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:msup> <mml:mi>e</mml:mi> <mml:mo>+</mml:mo> </mml:msup> <mml:msup> <mml:mi>e</mml:mi> <mml:mo>-</mml:mo> </mml:msup> </mml:mrow> </mml:math> , $$\mu ^+ \mu ^-$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:msup> <mml:mi>μ</mml:mi> <mml:mo>+</mml:mo> </mml:msup> <mml:msup> <mml:mi>μ</mml:mi> <mml:mo>-</mml:mo> </mml:msup> </mml:mrow> </mml:math> , or $$\pi ^+ \pi ^-$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:msup> <mml:mi>π</mml:mi> <mml:mo>+</mml:mo> </mml:msup> <mml:msup> <mml:mi>π</mml:mi> <mml:mo>-</mml:mo> </mml:msup> </mml:mrow> </mml:math> , it generates an additional source of electrons and positrons in the cosmic ray (CR) population within our Milky Way. During propagation, these secondary electrons and positrons undergo reacceleration processes, boosting their energies to the GeV scale. Observatories like AMS-02 can detect these high-energy particles, enabling constraints on the properties of sub-GeV DM. By analyzing AMS-02 electron and positron data, the 95% upper limits on the DM annihilation cross-section have been established in the range of $$10^{-28}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mn>10</mml:mn> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>28</mml:mn> </mml:mrow> </mml:msup> </mml:math> to $$10^{-27}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mn>10</mml:mn> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>27</mml:mn> </mml:mrow> </mml:msup> </mml:math> cm $$^3\,$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>3</mml:mn> </mml:mmultiscripts> <mml:mspace/> </mml:mrow> </mml:math> s $$^{-1}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mrow> <mml:mo>-</mml:mo> <mml:mn>1</mml:mn> </mml:mrow> </mml:mmultiscripts> </mml:math> , corresponding to DM masses ranging from 100 MeV to 1 GeV. Meanwhile, MeV telescopes will provide complementary constraints on DM properties by detecting photon emissions from such annihilation processes. Notably, the sensitivity of future MeV gamma-ray observatories is projected to approach or match the constraints derived from CR data.",2429,TRUE,jsonl
10.1140/epjs/s11734-025-01501-6,"Abstract The origin of cosmic rays has remained an enduring mystery in astrophysics since their discovery by Victor Hess in 1912. However, extensive studies on the energy spectrum, mass composition, and angular distributions of cosmic rays have been conducted through both space-based and ground-based experiments. Although space-based experiments are limited to measuring cosmic rays with energies below about 10 $$^{14}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mmultiscripts> <mml:mrow/> <mml:mrow/> <mml:mn>14</mml:mn> </mml:mmultiscripts> </mml:math> eV, their high precision has led to the discovery of several new features in the cosmic ray spectrum. However, ground-based detector arrays have provided valuable insights into cosmic rays at higher energies, offering new information on their spectrum, composition, and angular distributions. This paper reviews the major cosmic ray detectors currently in operation, both in space and on the ground, followed by an in-depth look at the GRAPES-3 experiment, which operates in Ooty, India, and focuses on the TeV-PeV energy range. Recent findings from GRAPES-3 on the cosmic ray spectrum and anisotropy are discussed, along with an update on the ongoing upgrade of the experiment.",1257,TRUE,jsonl
10.1142/s2010135x25500079,Ferroelectric thin films of GdK 2 Nb 5 O[Formula: see text] (GKN) are considered one of the new promising materials for computer memory systems. The electric potential of the GKN surface in the near vicinity of the burnt-in Pt electrode was measured using the Kelvin probe force microscopy (KPFM) method. The results are compared with the description of the metal-ferroelectric contact proposed by Pentile and Alexe (2005). Analysis of the contributions to the electric potential suggests a more complex charge distribution than suggested by the simple model.,559,TRUE,jsonl
10.1145/3638560,"In this article, we propose a Hand Gesture Recognition (HGR) system based on a novel deep transformer (DT) neural network for media player control. The extracted hand skeleton features are processed by separate transformers for each finger in isolation to better identify the finger characteristics to drive the following classification. The achieved HGR accuracy (0.853) outperforms state-of-the-art HGR approaches when tested on the popular NVIDIA dataset. Moreover, we conducted a subjective assessment involving 30 people to evaluate the Quality of Experience (QoE) provided by the proposed DT-HGR for controlling a media player application compared with two traditional input devices, i.e., mouse and keyboard. The assessment participants were asked to evaluate objective (accuracy) and subjective (physical fatigue, usability, pragmatic quality, and hedonic quality) measurements. We found that (i) the accuracy of DT-HGR is very high (91.67%), only slightly lower than that of traditional alternative interaction modalities; and that (ii) the perceived quality for DT-HGR in terms of satisfaction, comfort, and interactivity is very high, with an average Mean Opinion Score (MOS) value as high as 4.4, whereas the alternative approaches did not reach 3.8, which encourages a more pervasive adoption of the natural gesture interaction.",1341,TRUE,jsonl
10.1152/japplphysiol.00500.2024,"Hyperbaric oxygen (HBO) refers to pure oxygen with a pressure greater than 1 atmospheres absolute (ATA), and when the pressure is too high, it can cause convulsive attacks. Adenosine and dopamine have been shown to be closely associated with HBO-induced convulsion seizures, and their receptors exhibited a coexisting relationship of mutual antagonism on the membrane of nerve cells. We explored the influence of adenosine and dopamine interplay on the occurrence of oxygen convulsion. Rats were individually exposed to HBO of 6 ATA and treated with adenosine, dopamine, and their receptor modulators separately and jointly, with the latency of convulsion onset recorded. In addition, after administering adenosine to rats and exposing them to HBO for 30 min, the content of dopamine and its metabolites and the activity of enzymes related to their metabolism were measured. The results revealed that dopamine was effective in resisting convulsion (>60 min vs. 32.53 ± 5.31 min, <i>P</i> = 0.000), and low-dose adenosine partially counteracted its effect (>60 min vs. 28.18 ± 6.24 min, <i>P</i> = 0.002). The combined use of adenosine A1 and dopamine D1 receptor modulators significantly impacted the incidence of convulsion. The activation or inhibition of the A2A receptor had a particularly significant impact on convulsion, whereas modulating the D2 receptor did not affect their effects. The combination of A1 agonist and D2 agonist was highly effective in resisting convulsion (>60 min vs. 32.53 ± 5.31 min, <i>P</i> = 0.000). Exposure to HBO accelerated the metabolism of dopamine to its end products, which may be related to the enhanced activity of monoamine oxidase (MAO). Adenosine can inhibit MAO activity (0.0766 ± 0.0150 U/mg.prot vs. 0.1055 ± 0.0086 U/mg.prot, <i>P</i> = 0.004), maintaining a higher level of dopamine (1.820 ± 0.379 mg/g vs. 0.602 ± 0.087 mg/g, <i>P</i> = 0.000). The study demonstrated that dopamine plays a significant role in oxygen convulsion and adenosine can affect dopamine metabolism. The interaction between them can have a crucial impact on the occurrence of oxygen convulsion. The findings offer a novel perspective for further investigating the mechanism of oxygen convulsion and exploring effective preventive strategies.<b>NEW & NOTEWORTHY</b> The interaction between adenosine and dopamine is critically important in determining the incidence of oxygen convulsion. Simultaneous regulation of both adenosine and dopamine offers a superior approach to counteract oxygen convulsion, achieving a synergistic effect exceeding the sum of their individual impacts. These findings provide new directions and insights for future in-depth and systematic exploration of the pathogenesis of central nervous system oxygen toxicity.",2766,TRUE,jsonl
10.1155/2024/1043973,"Buffer‐aided cooperative nonorthogonal multiple access (NOMA) improves the effectiveness of the spectral by allowing more than one user to share the same resources to realize massive connectivity. This is notably attractive in the fifth generation (5G) and beyond systems, where a massive number of connections are essential such as the Internet of Things (IoT). Wireless‐powered communication through energy harvesting is another 5G promising solution for the future massively dense networks. To sufficiently utilize energy harvesting in a buffer‐aided cooperative NOMA network, the relay selection rule must consider the energy level of the selected relay in addition to its data content to avoid an outage. This paper proposes a relay selection rule for energy‐harvesting buffer‐aided cooperative NOMA networks. The proposed relay selection scheme considers the state of both the data buffer and the energy buffer. The simulations show that the proposed selection rule has improved the network outage probability and throughput as well. This enhancement is kept with changing the number of relays. The results also show that the impact of changing the energy buffer size is crucial, and the larger, the better. Furthermore, making the source transmitting power larger than the relay transmitting power is beneficial, especially with large enough energy buffer sizes.",1369,TRUE,jsonl
10.1155/aaa/9914933,"In this paper, a new class of multivariable special functions and their generalizations is introduced and used to solve generalized fractional differential and kinetic equations. By applying the Sumudu transform, we derive solutions for the fractional differential equations and fractional kinetic equations expressed in terms of Prabhakar’s Mittag–Leffler function and Wiman’s Mittag–Leffler function, respectively. In contrast to previous research, which mostly focused on single‐variable Mittag–Leffler formulations, our method demonstrates the advantage of dealing with multivariable parameters, providing more versatility for modeling complicated fractional systems. With the use of illustrative examples that demonstrate application, this work is innovative in that it unifies and generalizes a number of previously proven results into a unified analytical framework. These results give fractional models, which may find use in physics, engineering, and other applied sciences, a better mathematical basis. MSC2020 Classification 26A33, 33E12, 44A10, 44A05, 44A35",1069,TRUE,jsonl
10.1155/crdi/2987569,"<b>Background:</b> Pregnancy induces physiological decline in maternal immunity. Ebola virus disease (EVD) in pregnancy is associated with obstetrical complications, and vaccination in early pregnancy is recommended, but may not be without risk. <b>Case Presentation:</b> We described neonatal survival after spontaneous maternal EVD recovery. This neonate was born to a 25-year-old mother admitted to an Ebola Treatment Unit (ETU) in July, 2020, after 11 days of symptoms. She was vaccinated with rVSV-ZEBOV three days before symptom onset and her real-time polymerase chain of reaction (RT-PCR) results confirmed EVD and malarial infection two days after, but she refused hospitalization. She was treated at home with PO ASAQ, amoxicillin, paracetamol, albendazole, omeprazole, and papaverine. Eleven days later, due to clinical deterioration and onset of vaginal hemorrhage, she finally accepted to be transferred in ETU. She was Parity 2, fetal age at admission was 5 weeks and 3 days. Upon admission, her EVD PCR measured NP 26.3 and GP 32.9. She did not receive monoclonal therapy against Ebola infection due to stock shortage. She received intravenous, artesunate, ceftriaxone, and papaverine. She experienced spontaneous resolution of EVD 18 days after symptom onset and was discharged. At 40 weeks gestation, seven and a half months after EVD recovery, she delivered a healthy female infant, APGAR 10/10/10, weighing 3450 g. Maternal blood, adnexal, and newborn blood samples were RT-PCR negative, and the mother and the baby were discharged after 14 days. At our last follow-up, in June 2023 (2 years, 3 months after delivery), the mother and the baby were in good health. <b>Conclusion:</b> Neonatal survival following spontaneous maternal recovery from EVD in the first trimester of gestation is rare but possible, even in the context of limited clinical resources for treatment.",1891,TRUE,jsonl
